-5,900,0
-3,897,0
-3,894,0
-3,891,0
-3,888,0
-3,885,0
-3,882,0
-3,879,0
-3,876,0
-3,873,0
-3,870,0
-3,867,0
-3,864,0
-3,861,0
-3,858,0
-3,855,0
-3,852,0
-3,849,0
-3,846,0
-3,843,0
-3,840,0
-3,837,0
-3,834,0
-3,831,0
-3,828,0
-3,825,0
-3,822,0
-3,819,0
-3,816,0
-3,813,0
-3,810,0
-3,807,0
-3,804,0
-3,801,0
-3,798,0
-3,795,0
-3,792,0
-3,789,0
-3,786,0
-3,783,0
-3,780,0
-3,777,0
-3,774,0
-3,771,0
-3,768,0
-3,765,0
-3,762,0
-3,759,0
-3,756,0
-3,753,0
-3,750,0
-3,747,0
-3,744,0
-3,741,0
-3,738,0
-3,735,0
-3,732,0
-3,729,0
-3,726,0
-3,723,0
-3,720,0
-3,717,0
-3,714,0
-3,711,0
-3,708,0
-3,705,0
-3,702,0
-3,699,0
-3,696,0
-3,693,0
-3,690,0
-3,687,0
-3,684,0
-3,681,0
-3,678,0
-3,675,0
-3,672,0
-3,669,0
-3,666,0
-3,663,0
-3,660,0
-3,657,0
-3,654,0
-3,651,0
-3,648,0
-3,645,0
-3,642,0
-3,639,0
-3,636,0
-3,633,0
-3,630,1
-3,627,1
-3,624,1
-3,621,1
-3,618,1
-3,615,1
-3,612,1
-3,609,1
-3,606,1
-3,603,1
-3,600,1
-3,597,1
-3,594,1
-3,591,1
-3,588,1
-3,585,1
-3,582,1
-3,579,1
-3,576,1
-3,573,1
-3,570,1
-3,567,1
-3,564,1
-3,561,1
-3,558,1
-3,555,1
-3,552,1
-3,549,1
-3,546,1
-3,543,1
-3,540,0
-3,537,0
-3,534,0
-3,531,0
-3,528,0
-3,525,0
-3,522,0
-3,519,0
-3,516,0
-3,513,0
-3,510,0
-3,507,0
-3,504,0
-3,501,0
-3,498,0
-3,495,0
-3,492,0
-3,489,0
-3,486,0
-3,483,0
-3,480,0
-3,477,0
-3,474,0
-3,471,0
-3,468,0
-3,465,0
-3,462,0
-3,459,0
-3,446,0
-3,433,0
-3,421,0
-3,409,0
-3,398,0
-3,387,0
-3,377,0
-3,367,0
-3,358,0
-3,349,0
-3,341,0
-3,333,0
-3,326,0
-3,319,0
-3,313,0
-3,307,0
-3,302,0
-3,297,0
-3,293,0
-3,289,0
-3,286,1
-3,283,1
-3,281,1
-3,279,1
-3,278,1
-3,277,1
-3,277,1
-3,277,1
-3,278,1
-3,279,1
-3,281,1
-3,283,1
-3,286,1
-3,289,1
-3,293,1
-3,297,1
-3,302,1
-3,307,1
-3,313,1
-3,319,1
-3,326,1
-3,333,1
-3,341,1
-3,349,1
-3,358,1
-3,367,1
-3,318,1
-3,315,1
-3,312,1
-3,309,1
-3,306,0
-3,303,0
-3,300,0
-3,297,0
-3,294,0
-3,291,1
-3,288,1
-3,285,1
-3,282,1
-3,279,1
-3,276,1
-3,273,1
-3,270,1
-3,267,1
-3,264,1
-3,261,1
-3,258,1
-3,255,1
-3,252,1
-3,249,1
-3,246,1
-3,243,1
-3,240,1
-3,237,1
-3,234,1
-3,231,1
-3,228,1
-3,225,1
-3,222,1
-3,219,1
-3,216,1
-3,213,1
-3,210,1
-3,207,1
-3,204,1
-3,201,0
-3,198,0
-3,195,0
-3,192,0
-3,189,0
-3,186,0
-3,183,0
-3,180,0
-3,177,0
-3,174,0
-3,171,0
-3,168,0
-3,165,0
-3,162,0
-3,159,0
-3,156,0
-3,153,0
-3,150,0
-3,147,0
-3,144,0
-3,141,0
-3,138,0
-3,135,0
-3,132,0
-3,129,0
-3,126,0
-3,123,0
-3,120,0
-3,117,0
-3,114,0
-3,111,0
-3,108,0
-3,105,0
-3,102,0
-3,99,0
-3,96,0
-3,93,0
-3,90,0
-3,87,0
-3,84,0
-3,81,0
-3,78,0
-3,75,0
-3,72,0
-3,69,0
-3,66,0
-3,63,0
-3,60,1
-3,57,1
-3,54,1
-3,51,1
-3,48,1
-3,45,1
-3,42,1
-3,39,1
